gene,id
Gm21488,108168551
Gm28879,118568462
Gm21506,108168542
Gm20891,108168537
Gm20893,108168628
Gm20894,108168547
Gm21642,108168538
Gm20810,108168653
Gm21679,108168506
Gm28091,108168560
Gm21677,100862365
Gm21693,100862383
Gm21704,100862394
Gm21708,100862398
Gm3376,100041505
Gm21064,100861598
Gm20918,108168642
Gm20914,108168658
Gm21778,118568460
Gm20873,100041362
Gm20830,108168638
Gm21244,108168669
Gm28998,101056194
Gm20826,100040160
Gm28576,101056210
Gm20825,108168578
Gm20824,105247282
Gm20815,100039753
Gm20815,115489283
Gm20815,115489284
Gm20815,115489285
Gm20815,115489286
Gm20815,115489287
Gm20815,115489288
Gm20815,115489291
Gm20815,115489292
Gm20815,115489293
Gm20815,115489294
Gm20815,115489297
Gm20815,115489301
Gm20815,115489302
Gm20815,115489303
Gm21292,100861879
Gm21301,108168657
Gm21310,100861899
Gm20834,108168637
Gm20737,382131
Gm20737,100039014
Gm20777,665687
Gm20777,100039014
Gm20828,100040187
Gm20812,108168614
Gm21379,100861987
Gm20807,100039595
Gm20807,100040262
Gm21425,100039014
Gm21425,100862042
Gm21828,115489290
Gm21440,100039014
Gm21440,100862059
Gm21454,100042337
Gm21454,100862075
Gm20773,665301
Gm20773,100040171
Gm20773,100040714
Gm20836,100040335
Gm20928,100042565
Gm30737,102632745
Gm20822,100040022
Gm20877,100041550
Rbm31y,74484
Rbm31y,100861987
Gm20833,100040262
Gm20772,665276
Gm20772,100039014
Gm20831,100039014
Gm20831,100040223
Srsy,385550
Ssty1,20611
Ssty1,100042337
Gm20851,100040714
Gm21660,100862345
Gm21678,100862366
Gm35134,102638610
Gm20910,100042337
Gm20909,100041284
Gm20909,100862371
Gm20909,108168554
Gm20909,108168629
Gm20865,100041223
1700020D14Rik,69438
Gm29089,102631771
Zfy1,22767
Uba1y,22202
Kdm5d,20592
Eif2s3y,26908
Tspy-ps,22109
Uty,22290
Ddx3y,26900
Usp9y,107868
Gm25565,115489306
Zfy2,22768
H2al2c,547210
Sry,21674
H2al2b,100042840
Gm4064,100042849
Rbmy,19657
Gm10256,100042874
Gm10352,100042881
Gm19466,100502945
Chst9,71367
Gm24228,115486060
Cdh2,12558
Gm15328,328906
1700001G01Rik,75433
Gm22470,115486057
4930545E07Rik,75162
Cep120,225523
Csnk1g3,70425
Redrum,77433
9330117O12Rik,328957
Dsc3,13507
Zfp608,269023
Gm23555,115486062
Gramd3,107022
Dsc2,13506
Dsc1,13505
Dsg1c,211924
Dsg1a,13510
Dsg1b,225256
Aldh7a1,110695
Mir1258,102465790
Dsg4,16769
Phax,56698
Gpr50,14765
Tex43,67343
Slc16a2,20502
Lmnb1,16906
Gm10488,100042109
Marchf3,320253
Vma21,67048
Dsg3,13512
Gm24142,115488104
Gm22170,115488091
Mir882,100124461
Gm22981,115488052
Gm35725,102639399
Gm25856,115488056
Gm23787,115488058
Gm14632,100042144
Gm25854,115488049
Gm22205,115488059
Mir411,723936
Mir299a,723927
Mir299b,100885824
Mir380,723859
Lratd1,105005
Mir1197,100316751
Mir323,723839
Mir758,791071
Gm16497,791361
Mir329,723842
Mir494,723878
Mir679,751539
Mir1193,100316673
Gm25414,115488109
Mir666,751521
Mir543,723881
Mir495,751522
Mir667,751552
Mir376c,723856
Mir654,100124453
Mir376b,723934
Htr2c,15560
Mir376a,723855
Mir300,723833
4930448C13Rik,73972
Mir381,723935
Mir487b,723940
Mir539,723917
Mir544,100124450
C330018D20Rik,77422
Rlim,19820
Trib2,217410
Dsg2,13511
Mir6387,102465204
Heatr5a,320487
Snora35,100303736
Mir764,791081
Gm23378,115489176
Mir1912,100526529
Gm22266,115486090
Mir1264,100526460
Mir1298,100526462
Gm16090,102633478
Mir448,723914
Ttr,22139
Gm10487,100039467
B4galt6,56386
Btbd35f29,100862067
Prrg3,208748
Spin2f,108168466
Megf10,70417
Nexmif,245555
Mir672,751535
Btbd35f26,100040458
Btbd35f19,100040448
Spin2e,546176
Spin2e,100862088
Spin2e,100862118
Dtd2,328092
Btbd35f25,100862274
Gm21637,74851
Gm21637,100862314
Gpr33,14762
Btbd35f22,100862323
Vrtn,432677
Il13ra2,16165
Mirg,100040724
Prrc1,73137
4930511M06Rik,75084
Gm19500,100503007
Cnga2,12789
Ctxn3,629147
1700066O22Rik,74916
Btbd35f2,100040482
Mir382,723912
Mir134,387152
Mir668,751523
Mir485,723875
Mir453,100124484
Magea4,17140
Mir154,387172
Mir496a,751524
Trappc8,75964
Mir377,723857
Syndig1l,627191
Btbd35f1,71847
Abcb7,11306
Mir541,723941
Mir409,723862
Mir412,723913
Mir369,723933
Mir410,723863
Nubpl,76826
Mir3072,100499517
Gm35135,102638611
Gm5926,546205
Gm5926,100040585
Gm5926,100862179
Npc2,67963
Btbd35f21,100862329
Uprt,331487
Gabre,14404
3110009F21Rik,67280
Ccdc192,75444
Gm34785,102638153
Btbd35f5,100040533
Isca2,74316
Mir452,723919
Spin2-ps6,100040552
Btbd35f12,100040606
2210409D07Rik,70157
Magea10,236852
Dio3os,353504
Mir1247,100526515
Btbd35f15,100040698
Arhgap5,11855
Zdhhc15,108672
Gm26038,115488982
Gm19519,100503033
Slc12a2,20496
Dio3,107585
1700031P21Rik,73278
Btbd35f13,100040722
Gm24859,115488100
Gm23296,115488101
1700121L16Rik,76643
Btbd35f14,100040732
Akap6,238161
Magee2,272790
Btbd35f6,100040781
Gm6285,622098
Gm22090,115489197
Rnf138,56515
Btbd35f9,100862369
Spin2g,108168468
Btbd35f8,100862389
Gabra3,14396
n-R5s58,115488032
Npas3,27386
Mep1b,17288
Mir767,100316827
Mir105,100124463
Gm23461,115489161
Egln3,112407
Gm10486,100039550
1700104L18Rik,73592
Gm46328,108167971
Garem1,381126
Sptssa,104725
Mir1892,100316682
Ltbp2,16997
Gm22886,115488969
Fbn2,14119
Gabrq,57249
5530601H04Rik,71445
Gm14819,100039585
Klhl14,225266
D030025P21Rik,100303738
Eapp,66266
Slc27a6,225579
Gm25624,115486089
Cetn2,26370
4930426D05Rik,74644
Gm23270,115486048
Isoc1,66307
Lrch2,210297
Gm22513,115488051
Gm22317,115488060
Gm22317,115488065
Gm22317,115488075
Adamts19,240322
Ppp2r5c,26931
Ccdc178,70950
Gm25107,115486124
Pbdc1,67683
Minar2,225583
Gm25679,115488060
Gm25679,115488065
Gm25679,115488073
Gm26444,115488060
Gm26444,115488065
Gm26444,115488074
Gm24305,115488060
Gm24305,115488065
Gm24305,115488077
Nsdhl,18194
Snx6,72183
Chsy3,78923
Mir6355,102465182
Magee1,107528
Gm4951,240327
Gm4841,225594
Mir384,723861
Gm15128,434863
F830016B08Rik,240328
Asxl3,211961
5330434G04Rik,100043213
Arel1,68497
Mir325,723929
Gm15080,666184
Cypt2,245566
Fgf16,80903
Iigp1,60440
Gm15107,434864
Smim3,106878
Dctn4,67665
Gm15114,100034729
Zfp185,22673
Dync1h1,13424
Nol4,319211
Mir2137,100316779
Gm15127,434866
Cfl2,12632
Pnma5,385377
Pnma3,245468
1700001K19Rik,66323
Xlr4a,434794
Fcf1,73736
Luzp4,434865
Gm22495,115486052
Rbm22,66810
Baz1a,217578
Dock11,75974
Myoz3,170947
Synpo,104027
Ndst1,15531
Gm24296,115488117
Hsp90aa1,15519
D930007P13Rik,432989
Smug1,71726
Ccdc134,76457
Rps14,20044
Mroh2b,223825
2700097O09Rik,72658
Dtna,13527
Xlr3a,22445
Lpin1,14245
Cbx5,12419
Ott,18422
C7,109828
Gm25652,115488595
Card6,239319
Rpl37,67281
Rpl37,100502825
Prkaa1,105787
Gm15093,100039890
Il13ra1,16164
Srebf2,20788
Gm15085,100039934
Cd74,16149
Zcchc12,72693
Mtbp,105837
Gm10439,382243
Xlr5a,574438
Mir5107,100628611
Gm15972,100502834
Mapre2,212307
Pwwp4a,574404
Pwwp4b,574405
Lonrf3,74365
Wdr20,69641
Mir33,723897
Shisa8,435145
Gm25047,115489189
Ntsr2,18217
Sntb1,20649
Gm15097,434869
Mir6360,102465185
Gm23207,115488981
Zfp397,69256
Ylpm1,56531
Zfp35,22694
Ttc33,67515
Zfp24,59057
Gm14569,101055983
Pgrmc1,53328
Ino80c,225280
Gm15091,382244
Tnfrsf13c,72049
Tcof1,21453
Has2,15117
Atrx,22589
Hnrnpa1,15382
Mok,26448
Krtap20-2,622935
Krtap21-1,170656
Srp54a,24067
Krtap6-2,16701
Ifitm7,74482
Gm23655,115488747
Krtap8-1,16703
Krtap7-1,71363
Krtap11-1,16693
Bmerb1,67254
Ptger4,19219
4921507G05Rik,66709
Rabl3,67657
Fam177a,73385
Has2os,594843
Gm26178,115488582
5430437J10Rik,71432
Hgd,15233
Gm23139,115485980
Zfp839,72805
Slc22a22,210463
Srp54b,665155
Ndufb4,68194
Ndufb4,100041273
Nfe2,18022
Marf1,223989
Arsi,545260
Galnt1,14423
Cenpm,66570
Fam177a2,100101807
Gm26020,115489260
Akap17b,338351
Cinp,67236
Fstl1,14314
Gm23656,115489188
Xlr5b,627081
Gm36028,102639802
Lrrc58,320184
Zhx2,387609
Gpr156,239845
Derl1,67819
Gm38410,328919
Gsk3b,56637
Mir187,387182
Slc25a43,194744
2700062C07Rik,68046
Dlst,78920
Spin2d,100504429
Copz1,56447
Slc25a5,11740
Rprd1a,225283
Gm14549,69591
Xlr3b,574437
Slc39a6,106957
Mir148b,724064
Gpr84,80910
Gm25617,115486007
Nr1i2,18171
Zfp385a,29813
Tmem29,382245
Tbc1d31,210544
Nde1,67203
Camk2a,12322
Srp54c,100101806
Steep1,77644
Greb1,268527
Itga5,16402
Magt1,67075
Tiam1,21844
Mir6963,102466775
Septin3,24050
Ppp2r3c,59032
Mir7220,102465703
Mir6982,102465593
Slc6a7,240332
Rps6kl1,238323
Cdx1,12590
Elp2,58523
Xlr4b,27083
E2f6,50496
Cfap91,320214
Pgf,18654
Wbp2nl,74716
Naga,17939
Tecpr2,104859
Cox17,12856
Cox7b,66142
Sod1,20655
F8a,14070
Popdc2,64082
Ube2a,22209
Pla1a,85031
Mocos,68591
Adprh,11544
Pheta2,338368
Cd80,12519
Eif2b2,217715
Smdt1,69029
Pdgfrb,18596
Timmdc1,76916
Gtsf1,74174
Prorp,66132
Gm16973,100503823
Apex2,77622
Poglut1,224143
Gm23276,115485955
Pspc1,66645
Scaf4,224432
Dach1,13134
Csf1r,12978
Ankrd9,74251
Ndufa6,67130
Nkrf,77286
6030440G07Rik,77878
Gm15008,100534633
Psma6,26443
Xlr4c,72891
Gtsf2,223927
Gm25831,115488430
Cyp2d22,56448
Gm22271,115486070
Gm26139,115488458
Klf9,16601
Zmym5,219105
Rcor1,217864
Mir1192,100316672
Rbm14,56275
Hunk,26559
Xlr3c,22446
Mir6983,102466212
Cyp2d11,545123
Hmgxb3,106894
Habp2,226243
Mir7684,102465786
Nckap1l,105855
Xlr5c,27084
Mlh3,217716
2410022M11Rik,100503842
Gm22498,115488428
Mzt1,76789
Gm36001,102639769
Gm22218,115488398
Alas2,11656
Gm23406,115488693
Wdhd1,218973
Mis18a,66578
Tmem39a,67846
Mir6938,102466769
Gm26403,115488986
Nfkbia,18035
Slc26a2,13521
Fer1l6,631797
Aldoart2,79459
Mir3620,102465782
Insm2,56856
Atp7a,11977
Fhod3,225288
Acyp1,66204
Cyp2d10,13101
Rock2,19878
Ccs,12460
Gm24378,115488464
Socs4,67296
Tmem65,74868
Zmym2,76007
Urb1,207932
Gm24041,115488605
Ccdc87,399599
Ctsf,56464
Trmt12,68260
Rnf139,75841
Tlr13,279572
Zfp275,27081
Dab2,13132
Bora,77744
Zfp92,22754
Myh11,17880
Actn3,11474
Zc2hc1c,72350
Pgk1,18655
B020004C17Rik,432860
Gm22303,115488066
Nek9,217718
Gja3,14611
Gm32123,102634576
Mapk1ip1l,218975
Smc5,226026
Trex2,24102
4930572O13Rik,75862
Taf9b,407786
Gjb2,14619
Traf3,22031
Gjb6,14623
Pde6a,225600
Cryl1,68631
Septin6,56526
Gm23593,115485971
Dis3,72662
Tmed10,68581
Tpgs2,66648
Pqlc3,217430
Ppargc1b,170826
Lgals3,16854
Amn,93835
Lncbate10,442846
Gm46637,108168397
2410004P03Rik,73667
AW554918,225289
Sowahd,245381
Gm24263,115489073
Gm26099,115489202
Zdhhc24,70605
Ift88,21821
Kcnf1,382571
Pfkfb1,18639
Fos,14281
Arhgap31,12549
Mamdc2,71738
Jdp2,81703
Arhgef37,328967
Cep20,66086
Batf,53314
n-R5s64,115488082
Flvcr2,217721
1700028P14Rik,67483
Cyp2d9,13105
Pibf1,52023
B4galt4,56375
Celf4,108013
Pdia6,71853
Ptar1,72351
Haus7,73738
Bbs1,52028
Gm16311,102632119
Eva1c,70967
Il17d,239114
Tdg-ps,624784
Cdc42bpb,217866
Zmiz1,328365
Tatdn1,69694
Rpl39,67248
Snora69,104369
Fnd3c2,331491
Apba1,319924
Upk1b,22268
Ndufb9,66218
Tex55,74663
C9,12279
Mir6382,102465963
Upf3b,68134
Cfap298,68001
Erg28,58520
Mir3075,100526533
Eef1akmt1,68043
Fam189a2,381217
Lbhd2,380787
Klf5,12224
Pde1b,18574
Exoc3l4,74190
1700039M10Rik,67518
Igsf11,207683
Gm41230,105245841
Dpp3,75221
Gm22970,115488432
Klf12,16597
Gm23674,115486059
Nkap,67050
Gm36742,102640746
Lsamp,268890
Gm24246,115486063
Gm26367,115485953
BC051408,408061
Gm33948,320624
Gm33948,102637039
Gm23538,115488388
Prr30,76627
Akap14,434756
4930578E11Rik,78058
4930527G23Rik,78199
Xpo4,57258
Ndufa1,54405
Atp6v1c2,68775
Pik3c3,225326
Rnf113a1,69942
Bgn,12111
Ppp1r1a,58200
Abcc1,17250
Cyp2d12,380997
Lats2,50523
Glycam1,14663
Gm9,194854
Tjp2,21873
Rhox1,385343
Cyp2d34,223706
Rhox2a,75199
Fndc3c1,333564
Gm26440,115485931
Sap18,20220
Fyb,23880
Tnfaip2,21928
Mir3077,100526476
Ska3,219114
Gap43,14432
Dlgap5,218977
Mir6540,102466172
4932412D23Rik,75722
Cysltr1,58861
Snai2,20583
Rhox3a,382209
Rit2,19762
Mtss1,211401
Gm25547,115488724
Efcab1,66793
Rhox4a,664609
Peli3,240518
Syt4,20983
Gm5127,331493
Gm266,212539
Nol10,217431
Gm24622,115489248
Csnk1a1,93687
Gm24491,115489160
Rhox3a2,100861623
Fxn,14297
Rhox4a2,100861640
Synj1,104015
Rtl3,213436
Gm2245,102632231
Rhox2b,100039913
Mrpl11,66419
Mir3066,100526470
Lpar4,78134
Odc1,18263
Rhox4b,57737
Mucl2,20770
Mucl2,115489419
P2ry10,78826
Npas4,225872
Zfp572,100416830
Rhox2c,100039948
Cyp2d40,71754
Gm22748,115488064
Mrpl57,67840
P2ry10b,213438
Hpcal1,53602
Pip5k1b,18719
Sqle,20775
Tbc1d4,210789
Rhox3c,100135654
Rhox4c,434759
Tro,56191
Cyp2d26,76279
4930404I05Rik,67394
Ube2v2,70620
Tcf20,21411
5730507C01Rik,236366
Mcm4,17217
Fam122a,68034
Tmem252,226040
Gm20324,100504637
Mir3080,100526477
Pgm5,226041
Rictor,78757
Eif5,217869
Foxd4,14237
Nrap,18175
Paxbp1,67367
Zdhhc20,75965
Atp2b3,320707
Fbxo34,78938
4932438H23Rik,74387
Olig2,50913
Olig1,50914
Washc5,223593
Snora28,100316932
Zbtb20,56490
2810029C07Rik,100504687
Commd6,66200
Rhox2d,434760
Gm23972,115488233
Gm35166,102638653
Micu2,68514
Gm26494,115489211
1700029F12Rik,66479
Rhox4d,664610
Dusp9,75590
Cntnap3,238680
3110083C13Rik,73208
Uchl3,50933
Gpr174,213439
Ofcc1,218165
Gm25396,115486050
Bvht,545261
Mir145a,387163
Mir143,387161
Fgf9,14180
Nsmce2,68501
Slc25a46,67453
Rhox2e,100040016
Atg14,100504663
Fam169a,320557
Il17b,56069
1700030C10Rik,69513
Itm2a,16431
Trib1,211770
Pcyox1l,240334
Gm19510,100503021
Nfam1,74039
4933401B06Rik,71011
Grpel2,17714
Gm25614,115485935
Rhox3e,100135657
Mark3,17169
Spata31,78124
1500015A07Rik,68982
Rhox4e,194856
1700129C05Rik,67932
Afap1l1,106877
Rhox2f,434764
Gm19522,100503040
Gm25873,115488732
Rhox3f,621852
Gm5142,380907
Gm9968,791329
Gm15713,626693
Spata31d1c,238683
Mir568,100124467
Tigit,100043314
Rcbtb1,71330
Rhox4f,636177
Nsa2,59050
Prkdc,19090
Rhox3g,546294
Gm24493,115489210
Rhox2g,434766
Prss47,218304
Mfsd14b,66631
Tbx22,245572
Sap130,269003
4933412E24Rik,71088
Gm25875,115488603
Osmr,18414
Phf11a,219131
9330199G10Rik,319466
Olfr466,258816
Phf11b,236451
Gm24130,115488218
Rhox4g,664608
Epdr1,105298
2610002M06Rik,67028
Lmo7,380928
Tfap2a,21418
Rhox3h,434758
Ralgapa1,56784
Slc29a2,13340
Gm24147,115489212
Rhox2h,622301
Ablim3,319713
Gm23835,115485974
Tent5d,213449
Lratd2,399603
A1bg,117586
Wmp,213450
Drd3,13490
Maged2,80884
Gm29904,102631607
Gm24696,115488555
D030024E09Rik,432956
Gm26688,102633805
Sfrp4,20379
Serhl,68607
Gm26074,115486013
Ammecr1l,225339
Mzt2,72083
Cebpd,12609
B4gat1,108902
Qtrt2,106248
Cbwd1,226043
Gm26533,115488895
Polr2d,69241
Nlrp4f,97895
Sh3tc2,225608
Gm22347,115485943
Phf11d,219132
Gm25989,115488715
Ifnar2,15976
Mir3084-1,100526521
Myc,17869
Casp7,12369
Gm24907,115489243
1700040D17Rik,76602
Brms1,107392
Rrp7a,74778
Gcnt2,14538
Gm22073,115489869
Pnck,93843
Gm34589,102637893
Mrpl47,74600
Kctd12,239217
Mir5130,100628599
4933432I03Rik,71264
Adrb2,11555
Phf11c,628705
Gm9949,225609
Wdr33,74320
Gm26468,115489794
Gm31121,102633249
Gm34643,102637961
Mir3963,100628568
Dock8,76088
Acod1,16365
Mir5124a,100628630
A730081D07Rik,102633880
Cln5,211286
Zfp369,170936
Il12a,16159
Fbxl3,50789
Spidr,224008
Poldip3,73826
Gm7762,665738
Gm35584,102639225
1110032F04Rik,68725
Nme8,73412
Adgrl4,170757
Setdb2,239122
Sft2d3,67158
Htr4,15562
Itih5l-ps,634882
Rnu12,104307
Gm22521,115485999
Rin1,225870
Btg1b,436199
Btg1c,194735
Gm41335,432958
Gm25702,115488547
Pkp2,67451
Rhox10,434769
Ndufb5,66046
Gm41336,105245965
Gsdmc,83492
Rhox11,194738
Lims2,225341
Il10rb,16155
Rhox12,382282
Gm24252,115486082
Cd248,70445
Rhox13,73614
Tmem151a,381199
Pak1ip1,68083
Zbtb33,56805
Cyb5r3,109754
Kank1,107351
A930006K02Rik,100503120
Brwd3,382236
Gm24458,115489882
Slc30a7,66500
Cab39l,69008
Ccdc191,212153
Gpr17,574402
Fbxo38,107035
Gm26207,115489069
Ifi44,99899
Gpr141b,319293
Dmrt1,50796
Tmem14c,66154
1700065I16Rik,78462
Myo7b,17922
Yars2,70120
Gpr141,353346
Dmrt3,240590
Cdadc1,71891
Mir669n,100316705
Ifi44l,15061
Lifr,16880
2610016A17Rik,100503074
Dmrt2,226049
Tdrkh,72634
Zdhhc23,332175
1700048O14Rik,73433
Gm53057,115488140
Yif1a,68090
Elmo1,140580
Ifnar1,15975
Gnl3l,237107
Shisa2,219134
Spink10,328971
Ckb,12709
Ptgfr,19220
Mir6367,102465190
Ifngr2,15980
Trmt61a,328162
Gm25056,115489807
Adrb1,11554
Tmem50b,77975
Cnih2,12794
Usp13,72607
2810403D21Rik,69964
Aoah,27052
Bag5,70369
Spink7,408198
Spink13,100038417
Brms1l,52592
Mycbp2,105689
Ccdc186,213993
Gramd1c,207798
5730416F02Rik,70550
Hmgn5,50887
2700046A07Rik,78449
A4galt,239559
Iws1,73473
Gm23322,115489237
Gm25797,115489183
Sh3bgrl,56726
U6,115488114
Gm25917,115485874
Gm19990,100503961
Coa8,68020
Gsdmc2,331063
Extl2,58193
Tmem255a,245386
Gm5451,108168114
Rab1b,76308
Olfr1370,258528
Uqcrb,67530
Mbip,217588
Gm10767,100038538
Gsdmcl1,74236
Mir3470b,100499519
Dnajc28,246738
Arfgap3,66251
Olfr263,18341
Klc2,16594
Sfta3-ps,104798
Atp6v1a,11964
Olfr1368,258527
Gm26344,115486194
Gipc2,54120
Nkx2-1,21869
Mak,17152
Mir3110,100526512
Gm6377,622976
Gm25760,115485870
C87198,97836
Nkx2-9,18094
Proc,19123
Gm7134,634340
Gsdmc3,270328
Pax9,18511
Fgd1,14163
Oaz3,53814
Gsdmcl2,665769
Ttll5,320244
Gsdmc4,74548
Map3k2,26405
Pacs1,107975
Gsdmcl-ps,74460
Mrpl9,78523
Egflam,268780
Dnm1l,74006
Gm26108,115489258
Ercc3,13872
Pou3f4,18994
Atp1b4,67821
Dnajb4,67035
Tsr2,69499
Ift80,68259
Napg,108123
Trim27,19720
Sf3b2,319322
Gm49336,71844
Wnk3,279561
Gfm2,320806
Pacsin2,23970
Gal3st3,545276
Bin1,30948
Catsper1,225865
Slc6a8,102857
Gdnf,14573
Wdr70,545085
Riiad1,66353
Cst6,73720
Mir719,751526
Dennd6a,211922
Naa50,72117
Tdrd1,83561
Vcam1,22329
Cyrib,223601
Usf3,207806
Gm25628,115488588
Gart,14450
Ttll1,319953
Gm26544,102633872
Gpr88,64378
Smc4,70099
Gm35060,102638514
Gypc,71683
Gm25826,115486058
Tslp,53603
Bik,12124
Gm26378,115488966
Wdr36,225348
Mcat,223722
Tspo,12257
Mtmr6,219135
Gm26441,115489173
Mir15b,387175
Ttll12,223723
Mir16-2,723949
A230072E10Rik,331547
Trim59,66949
Lamp2,16784
Cdc14a,229776
Amer2,72125
Nup155,170762
Mir6361,102465186
Gcm2,107889
Camk4,12326
Arf4,11843
Mterf3,66410
Stard4,170459
Slc25a21,217593
Scel,64929
Nrep,27528
Prps1l3,328099
Tgfb3,21809
Banf1,23825
Bcap31,27061
Gpx5,14780
Gm10549,433171
Kpna4,16649
Epb41l4aos,69749
Sidt1,320007
Eif1ad,69860
Asap2,211914
Gm23639,115489002
Epb41l4a,13824
Gpx6,75512
Fam120c,207375
Vwa2,240675
Olfr1367,258526
Cplane1,73692
Sycp2l,637277
Pde12,211948
Mir7672,102465773
Gm22009,115489854
Gm1647,381452
Hexb,15212
Spata13,219140
